,FMID,Market_Name,City,State,Lat,Lon
37,1006234,4th Street Farmers Market,Larimer,Colorado,40.3954,-105.073
38,1006494,52 & Shadeland Avenue Farmers Market,Indianapolis,Indiana,39.8481,-86.0476
39,1005304,52nd and Haverford Farmers' Market,Philadelphia,Pennsylvania,39.965053999999995,-75.224492
40,1000060,57th Street Greenmarket,New York,New York,40.768159000000004,-73.985839
41,1005306,58th and Chester Farmers' Market,Philadelphia,Pennsylvania,39.935721,-75.228303
42,1018965,61st Street Farmers Market,Chicago,Illinois,41.784079,-87.59059140000001
43,1000061,79th Street Greenmarket,New York,New York,40.7818,-73.9757
44,1000062,82nd Street Greenmarket,New York,New York,40.773749,-73.95009
45,1008391,84 west farmers market (Dothan),Dothan,Alabama,31.232252000000003,-85.44994399999999
46,1001961,8th Avenue City Farmers Market,Cedar Rapids,Iowa,41.972837,-91.66265340000001
47,1000063,92nd Street Greenmarket,New York,New York,40.780931,-73.946421
48,1000064,97th Street Greenmarket,New York,New York,40.79356,-73.967012
49,1011989,9th and Grand Farmers Market,Salina,Kansas,38.8528359,-97.6117504
50,1000986,9th West Farmers Market/People's Market ,SALT LAKE CITY,Utah,40.7470177,-111.9195223
51,1010617,A + Organic Farmers Market,Boynton Beach ,Florida,26.489351,-80.221052
52,1009004,A Growers' Market,Tallahassee ,Florida,30.461953,-84.27987399999999
53,1007585,AAMC Farmers's Market,Annapolis,Maryland,39.006,-76.6123
54,1004573,Abbeville Farmers Market,Abbeville,South Carolina,34.177429,-82.38024200000001
55,1009028,ABBEVILLE FARMERS MARKET,Abbeville ,Alabama,31.571271000000003,-85.250365
56,1004598,Abbotsford Farmers Market,Abbotsford,Wisconsin,44.945665000000005,-90.30714499999999
57,1003865,Abbott Northwestern Farmers Market,Minneapolis,Minnesota,44.9556,-93.2629
58,1002947,Aberdeen Farmers Market,Aberdeen,South Dakota,45.4631,-98.4866
59,1019473,Aberdeen Sunday Market,Aberdeen,Washington,46.972972999999996,-123.81641299999998
60,1004031,Abilene Farmers Market,Abilene,Kansas,38.9153,-97.2139
61,1010487,Abingdon Farmers Market,Abingdon ,Virginia,36.708934,-81.977094
62,1000065,Abingdon Square Greenmarket,New York,New York,40.737177,-74.00528
63,1006988,Abington,Abington,Massachusetts,42.119,-70.9369
64,1007070,Abington Farmers Market,Clarks Summit,Pennsylvania,41.425,-75.7746
65,1019695,Abita Springs Art & Farmers Market ,Abita Springs ,Louisiana,30.479064,-90.038907
66,1004762,ABQ Uptown Growers' Market,Albququerque,New Mexico,35.103988,-106.56583799999999
67,1009543,ABV Farm Market,Mount Bethe,Pennsylvania,40.8743,-75.0998
68,1002108,Acadia Farmers' Market in Town Hill,Town Hill,Maine,44.5908,-68.9716
69,1007575,Acadiana Farmers Market,Opelousas,Louisiana,30.2147,-92.0634
70,1005122,Ace Farmers Market,Rome,New York,43.2098,-75.4541
71,1008461,Acme Ranch Truck Patch,Birch Tree,Missouri,36.991165,-91.492638
72,1011180,Acreage Green Market,Loxahatchee,Florida,26.775639,-80.263351
73,1003469,Acton-Boxborough Farmers Market,Acton,Massachusetts,42.47518,-71.47415
74,1018003,Acushnet Farmers Market,Acushnet,Massachusetts,41.7200523,-70.900856
75,1007519,Acworth Farmers Market,Acworth,Georgia,34.0657,-84.6767
76,1001393,Ada Farmer's Market,Ada,Oklahoma,34.773589,-96.679869
77,1001083,Ada Farmers' Market,Ada,Michigan,42.955371500000005,-85.4889683
78,1006969,AdairCo Farmers Market,Columbia,Kentucky,37.1043,-85.29700000000001
79,1010467,Adairsville Farmers' Market,Adairsville,Georgia,34.375727000000005,-84.929569
80,1019431,Adams County Farmer's Market,West Union,Ohio,38.795271,-83.546335
81,1019676,Adams County Farmers Market,Gettysburg,Pennsylvania,39.830597,-77.234147
82,1019351,Adams County Farmers' Market Association,Gettysburg,Pennsylvania,39.830597,-77.234147
83,1010354,Adams Farmers' & Artisans' Market,Adams,Massachusetts,42.6244919,-73.118003
84,1018278,Adams Morgan Farmer Market,"Washington, DC",District of Columbia,38.9226795,-77.04266740000001
85,1008961,Adaptations' Fresh Feast,Kealakekua,Hawaii,19.525783999999998,-155.9236509
86,1005109,Added Value Farm Stand at Governors Island,Brooklyn,New York,40.6875,-74.0231
87,1002464,Addison Farmers Market,Addison,Illinois,41.9321,-87.9934
88,1005741,Adel Farmers Market,Adel,Iowa,41.6144,-94.0175
89,1005272,Adelanto Stadium Farmers Market,Victorville,California,34.5593,-117.405
90,1012288,Adrian Farmers Market,Adrian ,Michigan,41.900169,-84.034589
91,1011214,Aenon Baptist Church Farm Stand,Rochester,New York,43.1466026,-77.63607640000001
92,1008667,Afton Village Farmers Market,Concord,North Carolina,35.414038,-80.670172
93,1019203,AG Farmers' Market,Toms River,New Jersey,39.992509000000005,-74.20747800000001
94,1007586,AGH Wellness Committee Farmer's Market,Berlin,Maryland,38.3388,-75.2113
95,1012233,Agricenter International Farmer's Market,Memphis,Tennessee,35.127452000000005,-89.801733
96,1003562,Agritopia Farm Stand,Gilbert,Arizona,33.321658,-111.726215
97,1011830,Ahwatukee Farmers Market,Phoenix,Arizona,33.331331,-111.98324199999999
98,1000212,Aiken County Farmers Market,Aiken,South Carolina,33.55688189999999,-81.7084941
99,1005258,Aina Moana  Park (People's Open Market),Honolulu,Hawaii,21.287867000000002,-157.84493
100,1008054,Airport Farmers and Flea Market,Brooksville,Florida,28.481140000000003,-82.441117
101,1007542,Akebono Farmers’ Market,Pahoa,Hawaii,19.4975,-154.951
102,1011967,Akers of Strawberries,Baker,Florida,30.7986832,-86.70128129999999
103,1001801,Akron Farmers Market,Akron,Iowa,42.8309,-96.5573
104,1005061,Akwesasne Farmers Market,Hogansburg,New York,44.9739,-74.6677
105,1004086,Alabama Gulf Coast Market,Gulf Shores,Alabama,30.250746000000003,-87.65585
106,1008612,Alachua County Farmers' Market,Gainesville,Florida,29.7106652,-82.352515
107,1006312,Alamance County Farmers Market,Burlington,North Carolina,36.0943,-79.4357
108,1009019,Alameda Farmers' Market,Alameda,California,37.774248,-122.276762
109,1004846,Alamo Farmers Market,Alamo,Nevada,37.33075,-115.1435
110,1018304,Alamo Heights Farmers Market,San Antonio ,Texas,29.493258,-98.481174
111,1011033,Alamogordo Farmers' Market in Alameda Park,Alamogordo ,New Mexico,32.9140955,-105.96099070000001
112,1004789,Alamogordo Otero County Farmers' Market,Alamogordo,New Mexico,32.92649,-105.9606
113,1004070,Alamosa Farmers Market,Alamosa,Colorado,37.468359,-105.86523600000001
114,1004425,Albany  Downtown Farmers Market,Albany,Georgia,31.57684,-84.15366
115,1002175,Albany Farmers' Market,Albany,Oregon,44.6349,-123.1061
116,1019371,Albany IN Farmers Market,Albany,Indiana,40.299191,-85.235831
117,1019389,Albemarle Farmers Market,charlottesville,Virginia,38.126178,-78.443989
118,1011108,Albert Lea Farmers Market,Albert Lea,Minnesota,43.650895,-93.368932
119,1004886,ALBERTA FARMERS MARKET,ALBERTA,Alabama,32.2319,-87.4101
120,1010559,Albion Farmer's Market,Albion,Michigan,42.243544,-84.75156899999999
121,1010407,Albuquerque Downtown Growers' Market,Albuquerque ,New Mexico,35.085972,-106.656893
122,1004761,Albuquerque Northeast Farmers' Market,Albuquerque,New Mexico,35.1506,-106.55762
123,1007016,Albuquerque VA Growers' Market,Albuquerque,New Mexico,35.0553,-106.57799999999999
124,1002222,Alcona Farmers Market,Harrisville,Michigan,44.6547,-83.2973
125,1008252,Alderson Farmers Market ,Alderson ,West Virginia,37.725953999999994,-80.64202399999999
126,1003236,Aldrich Arena Farmers Market,Maplewood,Minnesota,44.9609,-93.0877
127,1011910,Aledo Farmers Market,Aledo,Texas,32.696496,-97.602554
128,1010597,Alexander County Farmers Market,Taylorsville ,North Carolina,35.919748,-81.178122
129,1000519,Alexandria Bay Farmers Market,Alexandria Bay,New York,44.3314,-75.9157
130,1018643,Alexandria Farmers Market,Alexandria ,Louisiana,31.294132,-92.466449
131,1019113,Alexandria Farmers Market,Alexandria,Minnesota,45.890762,-95.375902
132,1011196,Alfred Farmers Market,Alfred,New York,42.253557,-77.789505
133,1007217,Algoma Farm Market,Algoma,Wisconsin,44.6077,-87.4363
134,1001300,Algonquin Farmers Market,Algonquin,Illinois,42.165,-88.29299999999999
135,1007528,Alii Garden Market Place,Kailua-Kona,Hawaii,19.6144,-155.982
136,1008835,Alisal Certified Farmers' Market,Salinas,California,36.673319,-121.634178
137,1005548,All Locally Grown Produce,Homestead,Florida,25.50788,-80.430378
138,1011735,All Natural & Certified Organic Farmer Market (HOPE FARM),Harlingen ,Texas,26.155226000000003,-97.704718
139,1010096,All Saints' Farmers Market,Memphis,Tennessee,35.090458,-89.890478
140,1000268,All-Local Farmers Market,Columbia,South Carolina,33.9847,-81.0358
141,1000168,All-Local Farmers Market 2,Columbia,South Carolina,33.9874,-81.0044
142,1001962,Allamakee Farmers Market,Waukon,Iowa,43.276278999999995,-91.475223
143,1002717,Allegan Farmers Market,Allegan,Michigan,42.529649,-85.84965799999999
144,1008262,Alleghany Farmers Market,Sparta,North Carolina,36.503003,-81.12259300000001
145,1019831,Allen County Farmers' Market,IOLA,Kansas,37.927427,-95.400669
146,1019832,Allen County Farmers' Market,Iola,Kansas,37.927427,-95.400669
147,1011777,Allen Farmers Market,Lansing,Michigan,42.73023870000001,-84.5263803
148,1007413,Allendale County Farmers Market,Allendale,South Carolina,33.0044,-81.3191
149,1007716,Allentown Farigrounds Farmers Market,Allentown,Pennsylvania,40.6008,-75.4942
150,1007083,Allentown Turnpike Plaza Farmers Market,Allentown,Pennsylvania,40.6218,-79.7254
151,1002964,Alliance Farmers Market,Alliance,Nebraska,42.0971,-102.87100000000001
152,1005675,Alliance Farmers' Market,Alliance,Ohio,40.9216,-81.1024
153,1006739,Alliance for the Arts GreenMarket,Ft. Myers,Florida,26.595209999999998,-81.89128000000001
154,1002683,Allston Farmers' Market,Allston,Massachusetts,42.3629,-71.1299
155,1005134,Allston Village Farmers Market,Boston,Massachusetts,42.353384000000005,-71.13784179999999
156,1006816,Alma Farmers Market,Alma,Nebraska,40.1008,-99.3625
157,1002250,Alma Farmers' Market,Alma,Michigan,43.380269899999995,-84.656984
158,1007836,Almont Farmers' Market,Almont,Michigan,42.9216,-83.0475
159,1012389,Aloha Community Farmers' Market,Aloha,Oregon,45.480164,-122.858722
160,1010476,Alpena Farmers' Market,Alpena ,Michigan,45.061878,-83.430998
161,1005447,Alpha Nursery Farmers' Market,Cascade,Idaho,44.4251,-115.99799999999999
162,1009792,Alsip Farmers Market,Alsip,Illinois,41.664913,-87.727804
163,1009998,Altadena Farmers' Market,Altadena,California,34.200378799999996,-118.1581301
164,1004383,Altamont Farmer's Market,Altamont,New York,42.7013,-74.0325
165,1000357,Altavista Farmers Market,Altavista,Virginia,37.1185,-79.2838
166,1006749,Alton Farmers' and Artisans' Market,Alton,Illinois,38.8887926,-90.1780932
167,1004154,Altoona Farmers Market,Altoona,Pennsylvania,40.6787,-78.2462
168,1001100,Altus Farmers Market,Altus,Oklahoma,34.6491,-99.3336
169,1011421,Alum Rock Village Farmers' Market,San Jose,California,37.36777,-121.83328799999998
170,1001733,Alva Farmers Market,Alva,Oklahoma,36.8083,-98.6602
171,1005644,Amador Farmers' Market-- Jackson,Jackson,California,38.348802299999996,-120.7741018
172,1005645,Amador Farmers' Market-- Pine Grove,Pine Grove,California,38.348802299999996,-120.7741018
173,1005646,Amador Farmers' Market-- Sutter Creek,Sutter Creek,California,38.348802299999996,-120.7741018
174,1001826,Ambridge Farmers Market,Ambridge,Pennsylvania,40.5819,-80.225
175,1008321,Amelia Barter Town Farmers Market,Amelia Court House ,Virginia,37.3426037,-77.9805478
176,1008399,Amelia Farmers Market,Amelia Island,Florida,30.579786,-81.454531
177,1006373,Amenia Farmers Market,,New York,41.8513,-73.5549
178,1001367,American National Bank Downtown Farmers Market Festival,Grand Junction,Colorado,39.0682,-108.564
179,1005946,Amerisafe Downtown Pavilion & Farmers Market,DeRidder,Louisiana,30.8469,-93.2862
180,1005188,Amery Farmers Market,Amery,Wisconsin,45.3072,-92.3624
181,1011171,Ames Main Street Farmers' Market,"Ames, IA",Iowa,42.025222,-93.61494300000001
182,1000284,Amherst Farmers' Market,Amherst Center,Massachusetts,42.374858,-72.51942199999999
183,1006748,Amherst Wednesday Market at Kendrick Park,Amherst,Massachusetts,42.379974,-72.519778
184,1009833,Amherst Winter Farmers' Market,Amherst,Massachusetts,42.384865999999995,-72.511105
185,1003563,Amicalola Regional Farmers Market,Dawsonville,Georgia,34.437795,-84.09904300000001
186,1018789,Amicalola Regional Farmers Market,Dawsonville,Georgia,34.357704999999996,-84.03157
187,1001135,Amma Farmers Market,Amma,West Virginia,38.583304999999996,-81.255883
188,1019438,Amqui Station Farmers Market,Madison,Tennessee,36.257791999999995,-86.71749100000001
189,1016853,Amsterdam Saturday Farmers/Crafters Market,Amsterdam ,New York,42.939627,-74.1849
190,1012157,Anaconda Community Market,Anaconda,Montana,46.12798,-112.954123
191,1005944,Anacortes Farmers Market,Anacortes,Washington,48.516974,-122.609181
192,1001105,Anamoose Market in the Park,Anamoose,North Dakota,47.880722,-100.24061
193,1003055,Anamosa Farmers Market,Anamosa,Iowa,42.1083,-91.2795
194,1007258,Anchorage Farmers Market,Anchorage,Alaska,61.208059,-149.880724
195,1002640,Anchorage Market & Festival,Anchorage,Alaska,61.2195,-149.891
196,1018744,Anderson City Market,Anderson,Indiana,40.111063,-85.669117
197,1008727,Anderson County Farmers Market ,Lawrenceburg ,Kentucky,38.074839000000004,-84.91805699999999
198,1019647,Anderson County Farmers Market,Anderson,South Carolina,34.506898,-82.652197
199,1000971,Anderson Farm Market,Xenia,Ohio,39.7668,-83.8824
200,1004991,Anderson Farmers' Market,Cincinnati,Ohio,39.078533,-84.350563
201,1002089,Anderson Happy Valley Farmers Market,Anderson,California,40.4487,-122.40799999999999
202,1003516,Andersonville Farmers Market,Chicago,Illinois,41.978,-87.6687
203,1007647,Andover Farmers Market,Andover,Minnesota,45.2192618,-93.3573105
204,1019735,Andover Farmers Market,Andover,Massachusetts,42.653634999999994,-71.14275699999999
205,1000287,Andrews Farmers Market,Andrews,North Carolina,35.2027,-83.8232
206,1006378,Angelica Farmers' Market,Angelica,New York,42.306061,-78.015956
207,1010280,Angelina County Farmers Market,Lufkin ,Texas,31.321061,-94.697749
208,1006268,Angels Camp Farmers Market-Fresh Fridays,Angels Camp,California,38.072158,-120.5427
209,1010223,Ann Arbor Farmers Market,Ann Arbor,Michigan,42.283836,-83.74665300000001
210,1010380,Anna House Farm Stand,Elmont ,New York,40.708292,-73.716466
211,1001782,Anna/Union County Farmers Market,Anna,Illinois,37.4604,-89.2093
212,1019484,Annandale Farmers Market ,Annandale ,Virginia,38.832801,-77.196229
213,1019096,Annandale Farmers Market - ACT,Annandale ,Minnesota,45.2636097,-94.12383220000001
214,1001142,Anne Arundel County Farmers' Market  (Riva),Annapolis,Maryland,38.9763,-76.5556
215,1004881,Anne Heyliger Vegetable Market,Saint Croix,Virgin Islands,17.7099,-64.8799
216,1001465,Anoka County Growers Association/ Anoka Market,Anoka,Minnesota,45.197726,-93.384261
217,1007646,Anoka County Growers/ St. Timothy Church Blaine,Blaine,Minnesota,45.13304,-93.2525239
218,1007636,Anoka County Growers/Immaculate Conception Church,Columbia Heights,Minnesota,45.0489,-93.2459
219,1000306,Anselma Farmers' and Artisans' Market,Chester Springs,Pennsylvania,40.079648,-75.641899
220,1000405,Anson County Farmers Market,Wadesboro,North Carolina,34.940829,-80.05256700000001
221,1011248,Antelope Valley Winery Farmer's Market ,Lancaster,California,34.6470421,-118.1662288
222,1012651,Anthem Farmers Market,Anthem ,Arizona,33.862997,-112.13631299999999
223,1000434,Anthony Farmers Market,Anthony,Kansas,37.1521,-98.038
224,1018934,"Antigo Farmers Market, Inc.",Antigo,Wisconsin,45.137757,-89.149389
225,1019350,Antioch's Farmers Market,Antioch,Illinois,42.478128000000005,-88.09456999999999
226,1011109,Apex Farmers Market,Apex ,North Carolina,35.7320152,-78.849899
227,1011158,"Appalachian (Newport) Farmers Market, Cocke County TN",Newport,Tennessee,35.96175,-83.194852
228,1005207,Appalachian Farmers' Market,Gray,Tennessee,36.4183,-82.4819
229,1000683,Apple Country Farmers Market,Lubbock,Texas,33.57785,-101.8364
230,1000685,Apple Country Farmers Market,Idalou,Texas,33.666336,-101.611862
231,1006889,Apple Valley Farmers' Market,Apple Valley,Minnesota,44.7309,-93.2072
232,1018356,Appleton Area Farmers Market,Appleton,Minnesota,45.203340000000004,-96.02079599999999
233,1000431,Appleton Downtown Farm Market,Appleton,Wisconsin,44.26201,-88.40703
234,1009687,Aptos Farmers Market at Cabrillo College,Aptos,California,36.9872756,-121.92703940000001
235,1019780,Aquidneck Growers Market - Monday,Newport ,Rhode Island,41.508657,-71.308524
236,1019778,Aquidneck Growers Market - Wednesday,Newport,Rhode Island,41.483666,-71.305756
237,1001738,Aquidneck Growers' Markets,Middletown,Rhode Island,41.529191,-71.271936
238,1019813,Aquidneck Growers' Markets,Portsmouth,Rhode Island,41.546506,-71.26137800000001
239,1008482,Arbuckle Certified Farmers Market,Arbuckle ,California,38.953013,-122.06608200000001
240,1001764,Arcade Farmers' Market,Arcade,New York,42.533776399999994,-78.4308288
241,1000558,Arcadia Valley Farmers' Market,Ironton,Missouri,37.5945109,-90.6278618
242,1012474,Arcadia's Mobile Market -- Barry Farm Recreation Center,Washington,District of Columbia,38.860661,-76.996697
243,1012410,Arcadia's Mobile Market -- Children's National Medical Center WIC Clinic,Washington ,District of Columbia,38.9271809,-77.0146728
244,1012375,Arcadia's Mobile Market -- Community of Hope - Conway Health and Resource Center,Washington ,District of Columbia,38.8312359,-77.00939129999999
245,1012453,Arcadia's Mobile Market -- Community of Hope Family Health & Birth Center,Washington,District of Columbia,38.9008251,-76.9781261
246,1012422,Arcadia's Mobile Market -- Congress Heights Senior Wellness Center,Washington,District of Columbia,38.8400841,-77.00443609999999
247,1012455,Arcadia's Mobile Market -- Deanwood Recreation Center,Washington,District of Columbia,38.9082997,-76.9324515
248,1012477,Arcadia's Mobile Market -- Edgewood Commons,Washington ,District of Columbia,38.9237975,-76.9971713
249,1012413,Arcadia's Mobile Market -- Hendley Elementary ,Washington,District of Columbia,38.8286428,-76.9991386
250,1012419,Arcadia's Mobile Market -- Ledroit Park,Washington,District of Columbia,38.9175043,-77.01595909999999
251,1012454,Arcadia's Mobile Market -- Parkside Unity Healthcare/Circle 7 Express,Washington,District of Columbia,38.900758200000006,-76.9468929
252,1012374,Arcadia's Mobile Market -- The Overlook at Oxon Run,Washington ,District of Columbia,38.8358959,-76.9940286
253,1012427,Arcadia's Mobile Market -- United Medical Center,Washington,District of Columbia,38.8359393,-76.9849936
254,1012377,Arcadia's Mobile Market -- Wah Luck House Chinatown,Washington,District of Columbia,38.9002248,-77.02019109999999
255,1002085,Arcata Plaza Farmers' Market,Arcata,California,40.868396999999995,-124.086882
256,1018326,Archwood Green Barns Farmers' Market,The Plains,Virginia,38.8518451,-77.7871186
257,1007662,Area Farmers Market,Corpus Christi,Texas,27.7763,-97.4258
258,1002798,Arenac Conservation District Farmers Market,Standish,Michigan,43.983428,-83.96129599999999
259,1019187,Argus Farm Stop - Packard,"Ann Arbor, Michigan, United States",Michigan,42.2532638,-83.83867099999999
260,1002314,Ark City Farm & Art Market,Arkansas City,Kansas,37.0609,-97.0386
261,1005928,Arkansas County/North Farmers Market,Stuttgart,Arkansas,34.4851,-91.5488
262,1005927,Arkansas County/South Farmers Market,DeWitt,Arkansas,34.2823,-91.3401
263,1002621,Arkansas Home Grown Market I,Little Rock,Arkansas,34.7568,-92.3709
264,1002622,Arkansas Home Grown Market II,Little Rock,Arkansas,34.7955,-92.2329
265,1002620,Arkansas Home Grown Market III,Little Rock,Arkansas,34.7404,-92.3452
266,1001018,Arkansas Local Food Network Online Farmers Market,Little Rock,Arkansas,34.743076,-92.269599
267,1017963,Arlington Farm and Art Market,Arlington ,Kansas,37.896668,-98.178852
268,1008236,Arlington Farmers Market,Poughkeepsie,New York,41.691447,-73.901164
269,1009968,Arlington Farmers Market,"Arlington, Ma. ",Massachusetts,42.427739,-71.164738
270,1018253,Arlington Farmers Market,Arlington,Virginia,38.889590000000005,-77.084592
271,1018561,Arlington Farmers Market,Arlington,Washington,48.192878,-122.126899
272,1003571,Arlington Heights Farmers Market,Arlington,Illinois,42.086000000000006,-87.9808
273,1010945,Arlington Mill Farmers Market,Arlington ,Virginia,38.8562594,-77.1121896
274,1011958,Arlington Park Farmers Market,Jersey City,New Jersey,40.714273999999996,-74.070764
275,1019662,Arlington Village Farmers Market,Arlington,Vermont,43.072884,-73.146078
276,1011122,Armijo Village Growers' Market,Albuquerque,New Mexico,35.0526489,-106.67762590000001
277,1019466,Armory Farmers Market,Providence ,Rhode Island,41.814735,-71.432244
278,1019222,Arnold Farmers Market,Arnold,Missouri,38.453275,-90.353093
279,1000294,Arnold-Mountain Growers Farmers Market,Murphys,California,38.239000000000004,-120.36200000000001
280,1001892,Arroyo Grande Oak Park Plaza Farmers Market,Arroyo Grande,California,35.1271,-120.552
281,1001893,Arroyo Grande Spencers CFM,Arroyo Grande,California,35.1221,-120.60600000000001
282,1006270,Arthur Produce Auction,Arthur,Illinois,39.7033,-88.4518
283,1019495,Artisan Alley Farmers and Makers Market,DeLand,Florida,29.027562,-81.30434100000001
284,1008855,Artisan and Agriculture Market,Bruce Township,Michigan,42.830852,-83.020813
285,1010575,Artisan Exchange West Chester,West Chester,Pennsylvania,39.948293,-75.587797
286,1008534,Artisan Foodworks Thursday Evening Market,Columbus ,Indiana,39.292351000000004,-85.95311099999999
287,1007842,Artisan Gift and Farmers Market,TUCSON,Arizona,32.2579,-110.79899999999999
288,1005081,Arvada Farmers Market,Arvada,Colorado,39.800138000000004,-105.081455
289,1009285,Arvada Five Parks Farmers Market,Arvada,Colorado,39.8488,-105.155
290,1009272,Asbury Fresh,Asbury Park,New Jersey,40.2164,-74.0094
291,1004350,Asbury Park Carousel Farmers' Market,Asbury Park,New Jersey,40.219339,-74.00077879999999
292,1000397,Ashboro Downtown Farmers Market,Asheboro,North Carolina,35.7049,-79.8175
293,1002490,Ashburn (Chicago) Farmers Market,Chicago,Illinois,41.8851,-87.626
294,1016829,Ashburnham Farmers' Market,Ashburnham,Massachusetts,42.608270000000005,-71.94085600000001
295,1007600,Ashby Farmers Market,Ashby,Massachusetts,42.6778,-71.8208
296,1003575,Ashdown Farmers Market,Ashdown,Arkansas,33.6747,-94.131
297,1003219,Ashe County Farmers Market,West Jefferson,North Carolina,36.402494,-81.493514
298,1008904,Asheville City Market,Asheville ,North Carolina,35.593481,-82.548852
299,1008905,Asheville City Market - South,Asheville,North Carolina,35.486275,-82.55464599999999
300,1000887,Ashfield Farmers Market,Ashfield,Massachusetts,42.525744,-72.790325
301,1007501,ASHFORD FARMERS’ MARKET,Ashford,Connecticut,41.8663,-72.1646
302,1005158,Ashland Area Farmers Market,Ashland,Wisconsin,46.5882,-90.8907
303,1008897,Ashland Farmers Market,Ashland,Virginia,37.758739,-77.483393
304,1009810,Ashland Farmers Market,Ashland,Massachusetts,42.260027,-71.461538
305,1000465,Ashland United Methodist Church Farmers Market,Columbia,South Carolina,34.0412,-81.1279
306,1003642,Ashley County Farmers Market,Crossett,Arkansas,33.1353,-91.9664
307,1006964,Ashley Farmers Market,Ashley,North Dakota,46.0344,-99.3684
308,1000836,Ashley Valley Farmers' Market (Vernal),Vernal,Utah,40.45574722222221,-109.524091666667
309,1018712,Ashmont Farmers Market,Dorchester,Massachusetts,42.285469,-71.06416999999999
310,1004530,Ashotn Farmers Market,Ashton,Idaho,44.0714,-111.446
311,1009244,Ashtabula Farmers Market,Ashtabula,Ohio,41.8995,-80.7998
312,1004692,Aspen Grove Farmers' Market,Littleton,Colorado,39.585505,-105.02521899999999
313,1005837,Aspen Saturday Market,Aspen,Colorado,39.1894,-106.81700000000001
314,1000086,Astoria Greenmarket,Queens,New York,40.767672,-73.932452
315,1003661,Astoria Sunday Market,Astoria,Oregon,46.185509,-123.83029509999999
316,1001245,ASU Regional Farmers Market,Jonesboro,Arkansas,35.840771000000004,-90.667327
317,1009516,ATACs Capitan Farmers Market,Capitan,New Mexico,33.5455,-105.573
318,1009447,Atascadero  Farmers Market,Atascadero,California,35.4858,-120.664
319,1003911,Atascadero Farmers Market,Paso Robles,California,35.4882,-120.667
320,1001294,Atascadero Main Street CFM,Atascadero,California,35.4901,-120.669
